id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Unnamed: 10,Unnamed: 11,image_path
25877,Unisex,Accessories,Bags,Backpacks,Purple,Winter,2015,Casual,American Tourister Unisex Casual Purple Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25877.jpg
25878,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,American Tourister Unisex Citi Pro Black Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25878.jpg
25879,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,American Tourister Unisex Citi Pro Black Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25879.jpg
25880,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,American Tourister Unisex Black Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25880.jpg
25881,Unisex,Accessories,Bags,Backpacks,Olive,Winter,2015,Casual,American Tourister Unisex Casual Olive Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25881.jpg
25882,Unisex,Accessories,Bags,Backpacks,Purple,Winter,2015,Casual,American Tourister Unisex Casual Purple Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25882.jpg
25883,Unisex,Accessories,Bags,Backpacks,Olive,Winter,2015,Casual,American Tourister Unisex Olive Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25883.jpg
25884,Unisex,Accessories,Bags,Backpacks,Brown,Winter,2015,Casual,American Tourister Unisex Brown Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25884.jpg
25885,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Travel,American Tourister Unisex Black Wanderer Pro Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25885.jpg
25886,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Travel,American Tourister Unisex Blue Wanderer Pro Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25886.jpg
25887,Unisex,Accessories,Bags,Backpacks,Brown,Winter,2015,Travel,American Tourister Unisex Brown Wanderer Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25887.jpg
25888,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,American Tourister Unisex Casual Blue Bag,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25888.jpg
25889,Women,Apparel,Bottomwear,Leggings,Cream,Summer,2012,Casual,Femella Women Cream Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25889.jpg
25890,Women,Apparel,Bottomwear,Leggings,White,Summer,2012,Casual,Femella Women White Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25890.jpg
25891,Women,Apparel,Topwear,Tops,Beige,Summer,2012,Casual,Femella Women Beige Top,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25891.jpg
25892,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Femella Women Black Spaghetti Top,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25892.jpg
25893,Women,Apparel,Topwear,Tops,Brown,Summer,2012,Casual,Femella Women Spaghetti Brown Top,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25893.jpg
25894,Women,Apparel,Topwear,Tops,Olive,Summer,2012,Casual,Femella Women Olive Green Spaghetti Top,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25894.jpg
25895,Women,Apparel,Innerwear,Camisoles,White,Summer,2012,Casual,Femella Women White Camisole 005G,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25895.jpg
25896,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012,Casual,Femella Women Black Skinny Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25896.jpg
25897,Women,Apparel,Bottomwear,Leggings,Green,Summer,2012,Casual,Femella Women Green Skinny Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25897.jpg
25898,Women,Apparel,Bottomwear,Leggings,Brown,Summer,2012,Casual,Femella Women Dark Brown Skinny Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25898.jpg
25899,Women,Apparel,Bottomwear,Leggings,Charcoal,Summer,2012,Casual,Femella Women Charcoal Skinny Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25899.jpg
25900,Women,Apparel,Bottomwear,Leggings,Teal,Summer,2012,Casual,Femella Women Teal Skinny Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25900.jpg
25901,Women,Apparel,Bottomwear,Leggings,Pink,Summer,2012,Casual,Femella Women Plum Skinny Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25901.jpg
25902,Women,Apparel,Bottomwear,Leggings,Grey,Summer,2012,Casual,Femella Women Grey Skinny Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25902.jpg
25903,Women,Apparel,Bottomwear,Leggings,Navy Blue,Summer,2012,Casual,Femella Women Navy Blue Skinny Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25903.jpg
25904,Women,Apparel,Bottomwear,Leggings,Purple,Summer,2012,Casual,Femella Women Purple Skinny Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25904.jpg
25905,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012,Casual,Femella Women Blue Skinny Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25905.jpg
25906,Women,Apparel,Bottomwear,Leggings,Purple,Summer,2012,Casual,Femella Women Wine Skinny Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25906.jpg
25907,Women,Apparel,Dress,Dresses,Purple,Summer,2012,Casual,Femella Women Purple Dress,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25907.jpg
25908,Women,Apparel,Dress,Dresses,Red,Summer,2012,Casual,Femella Women Red Dress,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25908.jpg
25909,Women,Apparel,Bottomwear,Leggings,Pink,Summer,2012,Casual,Femella Women Pink Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25909.jpg
25912,Women,Apparel,Bottomwear,Leggings,Cream,Summer,2012,Casual,Femella Women Cream Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25912.jpg
25913,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012,Casual,Femella Women Blue Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25913.jpg
25914,Women,Apparel,Bottomwear,Leggings,Olive,Summer,2012,Casual,Femella Women Olive Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25914.jpg
25915,Women,Apparel,Bottomwear,Leggings,Grey,Summer,2012,Casual,Femella Women Grey Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25915.jpg
25917,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Femella Women Black T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25917.jpg
25918,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Femella Women Blue T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25918.jpg
25919,Women,Apparel,Topwear,Tshirts,Magenta,Summer,2012,Casual,Femella Women Magenta T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25919.jpg
25920,Women,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Femella Women Green T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25920.jpg
25921,Women,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Femella Women Lime Green T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25921.jpg
25922,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Femella Women Navy Blue T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25922.jpg
25923,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Femella Women Pink T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25923.jpg
25924,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012,Casual,Femella Women Orange T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25924.jpg
25925,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Femella Women Purple T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25925.jpg
25926,Women,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Femella Women Red T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25926.jpg
25927,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Femella Women White T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25927.jpg
25928,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Femella Women Yellow T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25928.jpg
25929,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012,Casual,Femella Women Black Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25929.jpg
25930,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012,Casual,Femella Women Black Skirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25930.jpg
25931,Women,Apparel,Bottomwear,Skirts,Red,Summer,2012,Casual,Femella Women Red Skirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25931.jpg
25932,Women,Accessories,Scarves,Scarves,Black,Summer,2012,Casual,Femella Women Black Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25932.jpg
25933,Women,Accessories,Scarves,Scarves,Brown,Summer,2012,Casual,Femella Women Brown Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25933.jpg
25934,Women,Accessories,Scarves,Scarves,Grey,Summer,2012,Casual,Femella Women Grey Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25934.jpg
25935,Women,Accessories,Scarves,Scarves,Peach,Summer,2012,Casual,Femella Women Peach Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25935.jpg
25936,Women,Accessories,Scarves,Scarves,Purple,Summer,2012,Casual,Femella Women Purple Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25936.jpg
25937,Women,Accessories,Scarves,Scarves,Blue,Summer,2012,Casual,Femella Women Blue Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25937.jpg
25938,Women,Accessories,Scarves,Scarves,Green,Summer,2012,Casual,Femella Women Green Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25938.jpg
25939,Women,Accessories,Scarves,Scarves,White,Summer,2012,Casual,Femella Women White Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25939.jpg
25940,Women,Accessories,Scarves,Scarves,Yellow,Summer,2012,Casual,Femella Women Yellow & Blue Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25940.jpg
25941,Women,Accessories,Scarves,Scarves,Yellow,Summer,2012,Casual,Femella Women Yellow & Brown Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25941.jpg
25942,Women,Accessories,Scarves,Scarves,Yellow,Summer,2012,Casual,Femella Women Yellow & Green Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25942.jpg
25943,Women,Accessories,Scarves,Scarves,Yellow,Summer,2012,Casual,Femella Women Printed Yellow Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25943.jpg
25944,Women,Accessories,Scarves,Scarves,Yellow,Summer,2012,Casual,Femella Women Yellow & Navy Blue Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25944.jpg
25945,Women,Accessories,Scarves,Scarves,Blue,Summer,2012,Casual,Femella Women Printed Blue Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25945.jpg
25946,Women,Accessories,Scarves,Scarves,Brown,Summer,2012,Casual,Femella Women Brown Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25946.jpg
25947,Women,Accessories,Scarves,Scarves,Brown,Summer,2012,Casual,Femella Women Brown Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25947.jpg
25948,Women,Accessories,Scarves,Scarves,Green,Summer,2012,Casual,Femella Women Green Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25948.jpg
25949,Women,Accessories,Scarves,Scarves,Brown,Summer,2012,Casual,Femella Women Printed Brown Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25949.jpg
25950,Women,Accessories,Scarves,Scarves,Rust,Summer,2012,Casual,Femella Women Rust Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25950.jpg
25951,Women,Accessories,Scarves,Scarves,Black,Summer,2012,Casual,Femella Women Printed Black & Cream Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25951.jpg
25952,Women,Accessories,Scarves,Scarves,Blue,Summer,2012,Casual,Femella Women Printed Blue Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25952.jpg
25953,Women,Accessories,Scarves,Scarves,Red,Summer,2012,Casual,Femella Women Printed Red Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25953.jpg
25954,Women,Accessories,Scarves,Scarves,Black,Summer,2012,Casual,Femella Women Black Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25954.jpg
25955,Women,Accessories,Scarves,Scarves,Maroon,Summer,2012,Casual,Femella Women Maroon Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25955.jpg
25956,Women,Accessories,Scarves,Scarves,Grey,Summer,2012,Casual,Femella Women Grey Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25956.jpg
25957,Women,Accessories,Scarves,Scarves,Grey,Summer,2012,Casual,Femella Women Light Grey Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25957.jpg
25958,Women,Accessories,Scarves,Scarves,Skin,Summer,2012,Casual,Femella Women Beige Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25958.jpg
25959,Women,Accessories,Scarves,Scarves,Red,Summer,2012,Casual,Femella Women Red Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25959.jpg
25960,Women,Accessories,Scarves,Scarves,Blue,Summer,2012,Casual,Femella Women Blue Scarf,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25960.jpg
25961,Women,Apparel,Topwear,Tunics,Black,Summer,2012,Casual,Femella Women Black Tunic,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25961.jpg
25962,Women,Apparel,Topwear,Tunics,Brown,Summer,2012,Casual,Femella Women Brown Tunic,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25962.jpg
25963,Women,Apparel,Topwear,Tunics,Purple,Summer,2012,Casual,Femella Women Purple Tunic,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25963.jpg
25964,Women,Apparel,Topwear,Tunics,Red,Summer,2012,Casual,Femella Women Red Tunic,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25964.jpg
25966,Women,Apparel,Dress,Dresses,Brown,Summer,2012,Casual,Femella Women Brown Dress,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25966.jpg
25967,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,Femella Women Peach Top,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25967.jpg
25968,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Femella Women White T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25968.jpg
25969,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Femella Women Black Top,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25969.jpg
25970,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Femella Women White Top,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25970.jpg
25971,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Femella Women Black Dress,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25971.jpg
25972,Women,Apparel,Dress,Dresses,Brown,Summer,2012,Casual,Femella Women Brown Dress,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25972.jpg
25975,Women,Personal Care,Fragrance,Perfume and Body Mist,Orange,Spring,2017,Casual,J.Del Pozo Ambar Women Perfume Fragrance Gift Set,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25975.jpg
25977,Women,Personal Care,Fragrance,Perfume and Body Mist,Orange,Spring,2017,Casual,J.Del Pozo Ambar Women Perfume,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25977.jpg
25978,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,J.Del Pozo Halloween Kiss Sexy Women Perfume,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25978.jpg
25979,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,J.Del Pozo Women Halloween Kiss Sexy 50 ml Perfume,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25979.jpg
25980,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,J.Del Pozo Women Halloween Kiss Sexy 30 ml Perfume,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25980.jpg
25981,Women,Personal Care,Fragrance,Perfume and Body Mist,Turquoise Blue,Spring,2017,Casual,J.Del Pozo Quasar Women Perfume,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25981.jpg
25982,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,J. DEL POZO Women In White Perfume 100 ml,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25982.jpg
25983,Women,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,J. DEL POZO Women In Black Eau De Toilette Spray 100 ml,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25983.jpg
25984,Women,Personal Care,Fragrance,Deodorant,Purple,Spring,2017,Casual,J.Del Pozo Halloween Women Deo,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25984.jpg
25985,Women,Personal Care,Fragrance,Perfume and Body Mist,Lavender,Spring,2017,Casual,J.Del Pozo Halloween Women Perfume,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25985.jpg
25987,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,J.Del Pozo Halloween Kiss Eau De Toilette 100 ml,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25987.jpg
25990,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Jaguar Classic Women Perfume,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/25990.jpg
