id,articleType,confidence,alt1,alt1_confidence,alt2,alt2_confidence,family,family_confidence,label_before_prior_correction,flags
55256,Kajal and Eyeliner,0.4487,Lip Liner,0.1366,Perfume and Body Mist,0.1293,Makeup,0.4579,Kajal and Eyeliner,low_confidence
55263,Lip Liner,0.4526,Kajal and Eyeliner,0.2661,Pendant,0.0509,Lips,0.4845,Lip Liner,low_confidence
55264,Lip Liner,0.4901,Kajal and Eyeliner,0.2358,Pendant,0.0464,Lips,0.5222,Lip Liner,low_confidence
55265,Lip Liner,0.4735,Kajal and Eyeliner,0.2898,Pendant,0.0427,Lips,0.5015,Lip Liner,low_confidence
55266,Kajal and Eyeliner,0.4704,Lip Liner,0.2133,Deodorant,0.0844,Makeup,0.4733,Kajal and Eyeliner,low_confidence
55270,Pendant,0.2662,Perfume and Body Mist,0.2367,Flats,0.1157,Jewellery,0.3184,Pendant,low_confidence
55271,Kajal and Eyeliner,0.4986,Perfume and Body Mist,0.1108,Deodorant,0.093,Makeup,0.5031,Kajal and Eyeliner,low_confidence
55275,Perfume and Body Mist,0.3509,Basketballs,0.0548,Mobile Pouch,0.0479,Fragrance,0.3633,Caps,low_confidence|changed_by_prior
55276,Perfume and Body Mist,0.3401,Mobile Pouch,0.0552,Foundation and Primer,0.0537,Fragrance,0.3533,Caps,low_confidence|changed_by_prior
55277,Perfume and Body Mist,0.4362,Wallets,0.4077,Handbags,0.037,Fragrance,0.4384,Wallets,low_confidence|changed_by_prior
55278,Perfume and Body Mist,0.536,Wallets,0.3025,Handbags,0.0334,Fragrance,0.5384,Wallets,changed_by_prior
55280,Wallets,0.4718,Perfume and Body Mist,0.2689,Handbags,0.0568,Wallets,0.4718,Wallets,low_confidence
55281,Foundation and Primer,0.3286,Basketballs,0.1187,Flats,0.0982,Makeup,0.3342,Foundation and Primer,low_confidence
55282,Perfume and Body Mist,0.2031,Mobile Pouch,0.1818,Foundation and Primer,0.1706,Bags,0.2196,Accessory Gift Set,low_confidence|family_disagrees|changed_by_prior
55283,Perfume and Body Mist,0.2314,Mobile Pouch,0.2042,Foundation and Primer,0.1366,Bags,0.2408,Accessory Gift Set,low_confidence|family_disagrees|changed_by_prior
55284,Foundation and Primer,0.1897,Mobile Pouch,0.1819,Perfume and Body Mist,0.1785,Bags,0.2197,Accessory Gift Set,low_confidence|family_disagrees|changed_by_prior
55285,Basketballs,0.256,Shoe Accessories,0.2331,Foundation and Primer,0.1719,Sports Equipment,0.256,Backpacks,low_confidence|changed_by_prior
55290,Jewellery Set,0.1564,Kajal and Eyeliner,0.1395,Earrings,0.0907,Jewellery,0.2742,Kajal and Eyeliner,low_confidence|changed_by_prior
55291,Perfume and Body Mist,0.1319,Kajal and Eyeliner,0.131,Jewellery Set,0.0827,Fragrance,0.1586,Kajal and Eyeliner,low_confidence|changed_by_prior
55292,Earrings,0.4157,Perfume and Body Mist,0.2062,Lipstick,0.0551,Jewellery,0.4775,Earrings,low_confidence
55293,Lip Liner,0.3484,Lipstick,0.2416,Kajal and Eyeliner,0.147,Lips,0.59,Lip Liner,low_confidence
55294,Kajal and Eyeliner,0.2181,Perfume and Body Mist,0.2172,Lip Liner,0.0877,Fragrance,0.2473,Kajal and Eyeliner,low_confidence|family_disagrees
55295,Kajal and Eyeliner,0.232,Perfume and Body Mist,0.2011,Lip Liner,0.0769,Makeup,0.239,Kajal and Eyeliner,low_confidence
55306,Foundation and Primer,0.136,Socks,0.1202,Flats,0.1178,Shoes,0.2263,Socks,low_confidence|family_disagrees|changed_by_prior
55317,Nail Polish,0.2689,Foundation and Primer,0.2599,Perfume and Body Mist,0.1706,Nails,0.2689,Foundation and Primer,low_confidence|changed_by_prior
55318,Foundation and Primer,0.2246,Tops,0.1541,Perfume and Body Mist,0.1304,Makeup,0.228,Tops,low_confidence|changed_by_prior
55319,Perfume and Body Mist,0.5492,Foundation and Primer,0.0887,Tshirts,0.0602,Fragrance,0.5521,Tshirts,changed_by_prior
55320,Nail Polish,0.4414,Foundation and Primer,0.1582,Tops,0.0465,Nails,0.4414,Nail Polish,low_confidence
55322,Tops,0.2044,Foundation and Primer,0.189,Flats,0.0759,Topwear,0.2271,Tops,low_confidence
55323,Perfume and Body Mist,0.4147,Nail Polish,0.2237,Lipstick,0.0802,Fragrance,0.4278,Nail Polish,low_confidence|changed_by_prior
55325,Nail Polish,0.3242,Lipstick,0.071,Backpacks,0.0578,Nails,0.3242,Backpacks,low_confidence|changed_by_prior
55329,Wallets,0.2943,Perfume and Body Mist,0.1404,Flats,0.1091,Wallets,0.2943,Wallets,low_confidence
55330,Flats,0.1415,Foundation and Primer,0.1114,Handbags,0.1048,Bags,0.15,Handbags,low_confidence|family_disagrees|changed_by_prior
55331,Wallets,0.3722,Perfume and Body Mist,0.1545,Nail Polish,0.1533,Wallets,0.3722,Wallets,low_confidence
55332,Flats,0.3281,Foundation and Primer,0.1455,Perfume and Body Mist,0.1224,Shoes,0.3687,Casual Shoes,low_confidence|changed_by_prior
55333,Perfume and Body Mist,0.3886,Lounge Shorts,0.1554,Nail Polish,0.0664,Fragrance,0.43,Perfume and Body Mist,low_confidence
55334,Perfume and Body Mist,0.2887,Bra,0.2568,Wallets,0.0625,Fragrance,0.3142,Duffel Bag,low_confidence|changed_by_prior
55335,Bra,0.2112,Perfume and Body Mist,0.0614,Briefs,0.0548,Innerwear,0.2862,Tshirts,low_confidence|changed_by_prior
55336,Flats,0.308,Nail Polish,0.1807,Lounge Shorts,0.1175,Shoes,0.3091,Flats,low_confidence
55349,Nail Polish,0.284,Wallets,0.2692,Perfume and Body Mist,0.106,Nails,0.284,Wallets,low_confidence|changed_by_prior
55350,Handbags,0.3726,Wallets,0.2693,Perfume and Body Mist,0.1538,Bags,0.421,Wallets,low_confidence|changed_by_prior
55351,Perfume and Body Mist,0.6148,Nail Polish,0.153,Tshirts,0.0442,Fragrance,0.6164,Tshirts,changed_by_prior
55385,Lipstick,0.3876,Perfume and Body Mist,0.1499,Nail Polish,0.1025,Lips,0.3952,Lipstick,low_confidence
55392,Nail Polish,0.4632,Foundation and Primer,0.3016,Perfume and Body Mist,0.0766,Nails,0.4632,Nail Polish,low_confidence
55394,Shoe Accessories,0.3914,Perfume and Body Mist,0.1062,Foundation and Primer,0.0776,Shoe Accessories,0.3914,Shoe Accessories,low_confidence
55397,Lipstick,0.1982,Deodorant,0.1414,Foundation and Primer,0.1335,Makeup,0.2592,Lipstick,low_confidence|family_disagrees
55398,Pendant,0.1564,Earrings,0.1261,Flats,0.0969,Jewellery,0.4059,Pendant,low_confidence
55409,Kajal and Eyeliner,0.4042,Perfume and Body Mist,0.2813,Lip Liner,0.0731,Makeup,0.407,Kajal and Eyeliner,low_confidence
55418,Lip Liner,0.2423,Pendant,0.0912,Briefs,0.0849,Lips,0.2954,Lip Liner,low_confidence
55419,Lip Liner,0.3679,Perfume and Body Mist,0.1513,Lipstick,0.0808,Lips,0.4487,Lip Liner,low_confidence
55420,Lip Liner,0.2973,Perfume and Body Mist,0.1609,Lipstick,0.076,Lips,0.3733,Lip Liner,low_confidence
55421,Lip Liner,0.2675,Briefs,0.128,Pendant,0.0904,Lips,0.3144,Lip Liner,low_confidence
55423,Lip Liner,0.2431,Perfume and Body Mist,0.1997,Pendant,0.0821,Lips,0.3163,Lip Liner,low_confidence
55424,Lip Liner,0.2321,Pendant,0.0908,Briefs,0.0834,Lips,0.2825,Lip Liner,low_confidence
55425,Lip Liner,0.27,Briefs,0.0968,Pendant,0.0957,Lips,0.3165,Lip Liner,low_confidence
55426,Lip Liner,0.3731,Perfume and Body Mist,0.133,Lipstick,0.0841,Lips,0.4573,Lip Liner,low_confidence
55427,Lip Liner,0.2607,Briefs,0.1203,Pendant,0.0976,Lips,0.3063,Lip Liner,low_confidence
55428,Lip Liner,0.2943,Perfume and Body Mist,0.1586,Lipstick,0.0792,Lips,0.3736,Lip Liner,low_confidence
55429,Lip Liner,0.2925,Perfume and Body Mist,0.16,Lipstick,0.078,Lips,0.3706,Lip Liner,low_confidence
55430,Dresses,0.3718,Mobile Pouch,0.0589,Tshirts,0.0562,Dress,0.3745,Tshirts,low_confidence|changed_by_prior
55431,Dresses,0.3567,Tshirts,0.0634,Mobile Pouch,0.0538,Dress,0.3588,Tshirts,low_confidence|changed_by_prior
55432,Dresses,0.3617,Tshirts,0.0611,Mobile Pouch,0.0566,Dress,0.3642,Tshirts,low_confidence|changed_by_prior
55433,Dresses,0.4246,Mobile Pouch,0.0565,Tshirts,0.0547,Dress,0.4268,Tshirts,low_confidence|changed_by_prior
55434,Dresses,0.3941,Tshirts,0.0523,Mobile Pouch,0.0503,Dress,0.3962,Tshirts,low_confidence|changed_by_prior
55436,Dresses,0.3524,Tshirts,0.0641,Mobile Pouch,0.0558,Dress,0.3547,Tshirts,low_confidence|changed_by_prior
55437,Dresses,0.432,Mobile Pouch,0.0505,Tshirts,0.0455,Dress,0.4344,Tshirts,low_confidence|changed_by_prior
55438,Dresses,0.3357,Tshirts,0.0647,Mobile Pouch,0.0541,Dress,0.338,Tshirts,low_confidence|changed_by_prior
55439,Dresses,0.308,Tshirts,0.0709,Mobile Pouch,0.0548,Dress,0.3104,Tshirts,low_confidence|changed_by_prior
55440,Dresses,0.3598,Tshirts,0.0606,Mobile Pouch,0.0577,Dress,0.3622,Tshirts,low_confidence|changed_by_prior
55441,Dresses,0.3125,Tshirts,0.0726,Mobile Pouch,0.0531,Dress,0.3148,Tshirts,low_confidence|changed_by_prior
55442,Dresses,0.3561,Tshirts,0.0623,Mobile Pouch,0.055,Dress,0.3584,Tshirts,low_confidence|changed_by_prior
55443,Lipstick,0.2541,Perfume and Body Mist,0.2136,Dresses,0.0634,Lips,0.2663,Lipstick,low_confidence
55444,Perfume and Body Mist,0.3473,Foundation and Primer,0.1564,Lipstick,0.083,Fragrance,0.3711,Foundation and Primer,low_confidence|changed_by_prior
55445,Lipstick,0.2091,Kajal and Eyeliner,0.1273,Perfume and Body Mist,0.0937,Lips,0.2924,Lipstick,low_confidence
55446,Perfume and Body Mist,0.3108,Foundation and Primer,0.1482,Lipstick,0.1062,Fragrance,0.3431,Foundation and Primer,low_confidence|changed_by_prior
55447,Lipstick,0.2031,Kajal and Eyeliner,0.1244,Perfume and Body Mist,0.1041,Lips,0.2956,Lipstick,low_confidence
55448,Lipstick,0.229,Kajal and Eyeliner,0.1254,Perfume and Body Mist,0.094,Lips,0.2973,Lipstick,low_confidence
55449,Perfume and Body Mist,0.3549,Foundation and Primer,0.1464,Lipstick,0.0846,Fragrance,0.3809,Foundation and Primer,low_confidence|changed_by_prior
55450,Foundation and Primer,0.3879,Deodorant,0.202,Shoe Accessories,0.1285,Makeup,0.3957,Foundation and Primer,low_confidence
55451,Lipstick,0.1841,Kajal and Eyeliner,0.1316,Perfume and Body Mist,0.1168,Lips,0.2886,Lipstick,low_confidence
55454,Perfume and Body Mist,0.2334,Kajal and Eyeliner,0.1503,Lipstick,0.114,Fragrance,0.3151,Kajal and Eyeliner,low_confidence|changed_by_prior
55455,Perfume and Body Mist,0.3683,Lipstick,0.2125,Shoe Accessories,0.0674,Fragrance,0.3771,Lipstick,low_confidence|changed_by_prior
55456,Pendant,0.1867,Dresses,0.0655,Lipstick,0.0652,Jewellery,0.2516,Pendant,low_confidence
55457,Lipstick,0.3325,Earrings,0.139,Shoe Accessories,0.1204,Lips,0.361,Lipstick,low_confidence
55458,Lipstick,0.3409,Earrings,0.1336,Shoe Accessories,0.1208,Lips,0.3697,Lipstick,low_confidence
55459,Pendant,0.2164,Lipstick,0.0643,Bra,0.0636,Jewellery,0.2803,Pendant,low_confidence
55460,Earrings,0.4215,Lipstick,0.1847,Perfume and Body Mist,0.0393,Jewellery,0.464,Earrings,low_confidence
55461,Pendant,0.1872,Dresses,0.0658,Lipstick,0.0656,Jewellery,0.2517,Pendant,low_confidence
55462,Lipstick,0.3807,Earrings,0.1047,Shoe Accessories,0.1018,Lips,0.4071,Lipstick,low_confidence
55463,Kajal and Eyeliner,0.178,Lipstick,0.1322,Deodorant,0.0787,Makeup,0.2041,Kajal and Eyeliner,low_confidence
55464,Kajal and Eyeliner,0.1871,Lipstick,0.1335,Lip Liner,0.0728,Makeup,0.2143,Kajal and Eyeliner,low_confidence
55465,Kajal and Eyeliner,0.2068,Lipstick,0.1389,Lip Liner,0.088,Makeup,0.2354,Kajal and Eyeliner,low_confidence
55466,Pendant,0.1038,Dresses,0.0726,Lipstick,0.0585,Jewellery,0.1715,Shirts,low_confidence|changed_by_prior
55467,Pendant,0.1711,Lipstick,0.0669,Dresses,0.0653,Jewellery,0.2356,Pendant,low_confidence
55468,Kajal and Eyeliner,0.1972,Lipstick,0.1403,Lip Liner,0.0793,Makeup,0.2244,Kajal and Eyeliner,low_confidence
55469,Kajal and Eyeliner,0.186,Lipstick,0.1347,Pendant,0.0757,Makeup,0.2129,Kajal and Eyeliner,low_confidence
55470,Lipstick,0.2546,Jewellery Set,0.0756,Pendant,0.0588,Lips,0.2905,Lipstick,low_confidence
55471,Pendant,0.1912,Dresses,0.0666,Lipstick,0.0651,Jewellery,0.2561,Pendant,low_confidence
55472,Pendant,0.1929,Lipstick,0.0658,Dresses,0.0655,Jewellery,0.258,Pendant,low_confidence
55473,Lipstick,0.3424,Earrings,0.1332,Shoe Accessories,0.1252,Lips,0.3727,Lipstick,low_confidence
55488,Lipstick,0.2703,Kajal and Eyeliner,0.2447,Perfume and Body Mist,0.0876,Lips,0.3577,Lipstick,low_confidence
55489,Perfume and Body Mist,0.365,Lipstick,0.219,Kajal and Eyeliner,0.0904,Fragrance,0.3828,Lipstick,low_confidence|changed_by_prior
55490,Lipstick,0.2267,Kajal and Eyeliner,0.2168,Perfume and Body Mist,0.168,Lips,0.2807,Kajal and Eyeliner,low_confidence|changed_by_prior
55491,Lipstick,0.2834,Kajal and Eyeliner,0.1779,Perfume and Body Mist,0.1494,Lips,0.3439,Lipstick,low_confidence
55492,Perfume and Body Mist,0.4518,Lipstick,0.2258,Kajal and Eyeliner,0.0524,Fragrance,0.4608,Lipstick,low_confidence|changed_by_prior
55494,Perfume and Body Mist,0.4435,Lipstick,0.2244,Kajal and Eyeliner,0.1035,Fragrance,0.4491,Lipstick,low_confidence|changed_by_prior
55495,Perfume and Body Mist,0.4578,Kajal and Eyeliner,0.1525,Lipstick,0.1188,Fragrance,0.4694,Perfume and Body Mist,low_confidence
55496,Perfume and Body Mist,0.4161,Kajal and Eyeliner,0.1595,Lipstick,0.1269,Fragrance,0.4326,Perfume and Body Mist,low_confidence
55497,Kajal and Eyeliner,0.261,Lipstick,0.2541,Perfume and Body Mist,0.1022,Lips,0.3234,Kajal and Eyeliner,low_confidence|family_disagrees
55498,Perfume and Body Mist,0.469,Lipstick,0.1336,Kajal and Eyeliner,0.1128,Fragrance,0.4831,Perfume and Body Mist,low_confidence
55499,Lipstick,0.2766,Kajal and Eyeliner,0.2405,Perfume and Body Mist,0.1194,Lips,0.3143,Lipstick,low_confidence
55500,Kajal and Eyeliner,0.3237,Perfume and Body Mist,0.172,Lipstick,0.1602,Makeup,0.3337,Kajal and Eyeliner,low_confidence
55501,Perfume and Body Mist,0.2984,Lipstick,0.156,Shoe Accessories,0.1225,Fragrance,0.3315,Lipstick,low_confidence|changed_by_prior
55502,Perfume and Body Mist,0.2247,Deodorant,0.1315,Shoe Accessories,0.1204,Fragrance,0.3596,Deodorant,low_confidence|changed_by_prior
55504,Perfume and Body Mist,0.3195,Foundation and Primer,0.1322,Deodorant,0.1201,Fragrance,0.4403,Foundation and Primer,low_confidence|changed_by_prior
55506,Perfume and Body Mist,0.4207,Lipstick,0.1021,Shoe Accessories,0.0923,Fragrance,0.4662,Perfume and Body Mist,low_confidence
55507,Perfume and Body Mist,0.2352,Lipstick,0.169,Shoe Accessories,0.1194,Fragrance,0.3018,Lipstick,low_confidence|changed_by_prior
55508,Perfume and Body Mist,0.2502,Foundation and Primer,0.1886,Lipstick,0.1307,Fragrance,0.3486,Foundation and Primer,low_confidence|changed_by_prior
55509,Perfume and Body Mist,0.4546,Lipstick,0.1021,Foundation and Primer,0.1002,Fragrance,0.4761,Perfume and Body Mist,low_confidence
55510,Perfume and Body Mist,0.3942,Lipstick,0.1084,Shoe Accessories,0.0939,Fragrance,0.4402,Perfume and Body Mist,low_confidence
55511,Perfume and Body Mist,0.447,Lipstick,0.1041,Shoe Accessories,0.0824,Fragrance,0.4782,Perfume and Body Mist,low_confidence
55512,Perfume and Body Mist,0.4258,Lipstick,0.0842,Shoe Accessories,0.0832,Fragrance,0.4759,Perfume and Body Mist,low_confidence
55513,Nail Polish,0.3274,Lipstick,0.0758,Backpacks,0.052,Nails,0.3274,Backpacks,low_confidence|changed_by_prior
55514,Nail Polish,0.2232,Backpacks,0.076,Perfume and Body Mist,0.0669,Nails,0.2232,Backpacks,low_confidence|changed_by_prior
55519,Perfume and Body Mist,0.4014,Bra,0.0893,Flats,0.0758,Fragrance,0.4104,Perfume and Body Mist,low_confidence
55520,Foundation and Primer,0.4286,Perfume and Body Mist,0.2031,Shoe Accessories,0.088,Makeup,0.4324,Foundation and Primer,low_confidence
55522,Perfume and Body Mist,0.3537,Foundation and Primer,0.2265,Nail Polish,0.1426,Fragrance,0.3542,Foundation and Primer,low_confidence|changed_by_prior
55523,Foundation and Primer,0.4534,Perfume and Body Mist,0.2446,Shoe Accessories,0.0786,Makeup,0.4563,Foundation and Primer,low_confidence
55526,Perfume and Body Mist,0.2982,Foundation and Primer,0.1338,Mobile Pouch,0.1191,Bags,0.3064,Handbags,low_confidence|family_disagrees|changed_by_prior
55527,Shoe Accessories,0.499,Perfume and Body Mist,0.2716,Foundation and Primer,0.0379,Shoe Accessories,0.499,Shoe Accessories,low_confidence
55528,Shoe Accessories,0.4473,Perfume and Body Mist,0.3422,Jewellery Set,0.0288,Shoe Accessories,0.4473,Shoe Accessories,low_confidence
55535,Foundation and Primer,0.153,Nail Polish,0.0863,Perfume and Body Mist,0.0857,Makeup,0.1705,Tshirts,low_confidence|changed_by_prior
55536,Perfume and Body Mist,0.134,Foundation and Primer,0.1288,Nail Polish,0.0658,Fragrance,0.1511,Foundation and Primer,low_confidence|changed_by_prior
55537,Perfume and Body Mist,0.1689,Foundation and Primer,0.156,Lipstick,0.1192,Fragrance,0.1782,Foundation and Primer,low_confidence|changed_by_prior
55538,Nail Polish,0.3734,Foundation and Primer,0.1505,Lipstick,0.0458,Nails,0.3734,Nail Polish,low_confidence
55539,Nail Polish,0.3397,Foundation and Primer,0.1465,Lipstick,0.0968,Nails,0.3397,Nail Polish,low_confidence
55540,Perfume and Body Mist,0.4819,Flats,0.0729,Nightdress,0.0624,Fragrance,0.4915,Perfume and Body Mist,low_confidence
55541,Lip Liner,0.4674,Kajal and Eyeliner,0.4586,Ties,0.018,Lips,0.4717,Lip Liner,low_confidence
55544,Kajal and Eyeliner,0.476,Lip Liner,0.1907,Ties,0.0715,Makeup,0.4771,Kajal and Eyeliner,low_confidence
55546,Kajal and Eyeliner,0.4838,Lip Liner,0.1943,Ties,0.0686,Makeup,0.4851,Kajal and Eyeliner,low_confidence
55549,Lip Liner,0.4751,Kajal and Eyeliner,0.4586,Ties,0.0149,Lips,0.4803,Lip Liner,low_confidence
55558,Kajal and Eyeliner,0.3683,Lipstick,0.2636,Perfume and Body Mist,0.0728,Makeup,0.3698,Kajal and Eyeliner,low_confidence
55559,Lipstick,0.2263,Foundation and Primer,0.1153,Nail Polish,0.1132,Lips,0.2634,Lipstick,low_confidence
55561,Dresses,0.2276,Foundation and Primer,0.1988,Tops,0.166,Topwear,0.2319,Tops,low_confidence|family_disagrees|changed_by_prior
55569,Deodorant,0.47,Pendant,0.1058,Perfume and Body Mist,0.0429,Fragrance,0.5137,Deodorant,low_confidence
55572,Lipstick,0.2789,Perfume and Body Mist,0.1722,Kajal and Eyeliner,0.1516,Lips,0.2953,Lipstick,low_confidence
55573,Lipstick,0.275,Perfume and Body Mist,0.1916,Kajal and Eyeliner,0.1354,Lips,0.2925,Lipstick,low_confidence
55574,Perfume and Body Mist,0.3538,Tops,0.1683,Handbags,0.1086,Fragrance,0.3542,Tops,low_confidence|changed_by_prior
55575,Perfume and Body Mist,0.3993,Nail Polish,0.1996,Wallets,0.1228,Fragrance,0.4053,Wallets,low_confidence|changed_by_prior
55576,Perfume and Body Mist,0.3184,Tops,0.1666,Handbags,0.1292,Fragrance,0.3189,Tops,low_confidence|changed_by_prior
55577,Shoe Accessories,0.2836,Foundation and Primer,0.1105,Flats,0.08,Shoe Accessories,0.2836,Shoe Accessories,low_confidence
55578,Foundation and Primer,0.3298,Flats,0.1441,Heels,0.0644,Makeup,0.3319,Foundation and Primer,low_confidence
55579,Foundation and Primer,0.3338,Flats,0.1437,Heels,0.0685,Makeup,0.336,Foundation and Primer,low_confidence
55581,Perfume and Body Mist,0.5471,Wallets,0.2209,Nail Polish,0.0425,Fragrance,0.5477,Wallets,changed_by_prior
55582,Perfume and Body Mist,0.5343,Wallets,0.2293,Nail Polish,0.0434,Fragrance,0.5348,Wallets,changed_by_prior
55590,Shirts,0.4336,Jackets,0.0972,Tops,0.0368,Topwear,0.647,Shirts,low_confidence
55591,Shirts,0.1329,Jackets,0.1218,Tops,0.0723,Topwear,0.4896,Shirts,low_confidence
55628,Casual Shoes,0.4403,Formal Shoes,0.3761,Flats,0.0071,Shoes,0.8264,Casual Shoes,low_confidence
55629,Formal Shoes,0.4937,Casual Shoes,0.2846,Flats,0.0124,Shoes,0.7956,Casual Shoes,low_confidence|changed_by_prior
55630,Flats,0.645,Heels,0.3304,Perfume and Body Mist,0.0015,Shoes,0.976,Heels,changed_by_prior
55647,Flats,0.4753,Heels,0.3565,Earrings,0.0098,Shoes,0.8332,Heels,low_confidence|changed_by_prior
55648,Flats,0.4821,Heels,0.4737,Perfume and Body Mist,0.0032,Shoes,0.9562,Heels,low_confidence|changed_by_prior
55652,Flats,0.6243,Heels,0.2468,Perfume and Body Mist,0.016,Shoes,0.8727,Heels,changed_by_prior
55785,Casual Shoes,0.3143,Perfume and Body Mist,0.1672,Lounge Shorts,0.025,Shoes,0.3453,Casual Shoes,low_confidence
55801,Kurta Sets,0.4793,Dresses,0.0817,Night suits,0.0746,Apparel Set,0.4793,Kurta Sets,low_confidence
55814,Kurta Sets,0.4199,Night suits,0.3405,Jumpsuit,0.1297,Apparel Set,0.4199,Kurta Sets,low_confidence
55827,Kurta Sets,0.4349,Night suits,0.2194,Dresses,0.1696,Apparel Set,0.4349,Kurta Sets,low_confidence
55828,Dresses,0.3998,Kurta Sets,0.3143,Night suits,0.2124,Dress,0.401,Kurta Sets,low_confidence|changed_by_prior
55831,Kurta Sets,0.3968,Night suits,0.2782,Dresses,0.1745,Apparel Set,0.3968,Kurta Sets,low_confidence
55832,Night suits,0.3745,Kurta Sets,0.3066,Dresses,0.2367,Loungewear and Nightwear,0.3976,Kurta Sets,low_confidence|changed_by_prior
55834,Bra,0.2829,Perfume and Body Mist,0.2669,Foundation and Primer,0.0614,Fragrance,0.3414,Bra,low_confidence|family_disagrees
55848,Foundation and Primer,0.2276,Perfume and Body Mist,0.1806,Lounge Shorts,0.0604,Makeup,0.2319,Foundation and Primer,low_confidence
55861,Perfume and Body Mist,0.3593,Pendant,0.16,Foundation and Primer,0.1079,Fragrance,0.3596,Tshirts,low_confidence|changed_by_prior
55863,Perfume and Body Mist,0.2635,Pendant,0.1885,Lipstick,0.086,Fragrance,0.2642,Tshirts,low_confidence|changed_by_prior
55864,Perfume and Body Mist,0.358,Mobile Pouch,0.1101,Pendant,0.0885,Fragrance,0.3585,Tshirts,low_confidence|changed_by_prior
55865,Foundation and Primer,0.2473,Perfume and Body Mist,0.2449,Lipstick,0.1325,Makeup,0.2556,Foundation and Primer,low_confidence
55867,Foundation and Primer,0.2124,Lipstick,0.2051,Nail Polish,0.1069,Lips,0.2273,Tshirts,low_confidence|family_disagrees|changed_by_prior
55869,Foundation and Primer,0.2362,Lipstick,0.142,Nail Polish,0.0796,Makeup,0.2427,Tshirts,low_confidence|changed_by_prior
55870,Pendant,0.229,Perfume and Body Mist,0.2145,Lipstick,0.0824,Jewellery,0.2939,Tshirts,low_confidence|changed_by_prior
55871,Perfume and Body Mist,0.5286,Lipstick,0.0573,Pendant,0.0531,Fragrance,0.5299,Tshirts,changed_by_prior
55874,Perfume and Body Mist,0.429,Foundation and Primer,0.1616,Lipstick,0.0797,Fragrance,0.4295,Tshirts,low_confidence|changed_by_prior
55876,Perfume and Body Mist,0.3763,Pendant,0.1457,Lipstick,0.0661,Fragrance,0.3768,Tshirts,low_confidence|changed_by_prior
55879,Perfume and Body Mist,0.4758,Pendant,0.078,Foundation and Primer,0.076,Fragrance,0.4771,Tshirts,low_confidence|changed_by_prior
55883,Perfume and Body Mist,0.2842,Foundation and Primer,0.1574,Tshirts,0.0998,Fragrance,0.2881,Tshirts,low_confidence|changed_by_prior
55885,Perfume and Body Mist,0.534,Pendant,0.0716,Handbags,0.0326,Fragrance,0.535,Tshirts,changed_by_prior
55887,Perfume and Body Mist,0.2688,Foundation and Primer,0.1525,Pendant,0.1294,Fragrance,0.2692,Tshirts,low_confidence|changed_by_prior
55888,Perfume and Body Mist,0.6043,Lipstick,0.0631,Foundation and Primer,0.0489,Fragrance,0.6052,Tshirts,changed_by_prior
55889,Perfume and Body Mist,0.3337,Pendant,0.1625,Lipstick,0.0542,Fragrance,0.3347,Tshirts,low_confidence|changed_by_prior
55890,Perfume and Body Mist,0.5599,Pendant,0.1062,Earrings,0.0482,Fragrance,0.5607,Tshirts,changed_by_prior
55897,Perfume and Body Mist,0.4579,Pendant,0.1625,Foundation and Primer,0.0517,Fragrance,0.4585,Perfume and Body Mist,low_confidence
55898,Perfume and Body Mist,0.1767,Foundation and Primer,0.1541,Lipstick,0.0841,Fragrance,0.1952,Tshirts,low_confidence|changed_by_prior
55899,Perfume and Body Mist,0.3814,Mobile Pouch,0.0974,Pendant,0.0885,Fragrance,0.3819,Perfume and Body Mist,low_confidence
55901,Tshirts,0.2313,Tops,0.204,Foundation and Primer,0.1487,Topwear,0.4492,Tshirts,low_confidence
55902,Perfume and Body Mist,0.405,Pendant,0.1294,Tshirts,0.053,Fragrance,0.4062,Tshirts,low_confidence|changed_by_prior
55904,Perfume and Body Mist,0.4501,Pendant,0.112,Handbags,0.0496,Fragrance,0.4513,Tshirts,low_confidence|changed_by_prior
55905,Foundation and Primer,0.3379,Lipstick,0.1594,Tshirts,0.0889,Makeup,0.3413,Tshirts,low_confidence|changed_by_prior
55954,Perfume and Body Mist,0.3847,Pendant,0.1136,Mobile Pouch,0.0846,Fragrance,0.3851,Perfume and Body Mist,low_confidence
55956,Handbags,0.1966,Earrings,0.1757,Lip Liner,0.0925,Bags,0.2488,Handbags,low_confidence
55958,Lipstick,0.2059,Kajal and Eyeliner,0.1334,Pendant,0.0945,Lips,0.2599,Lipstick,low_confidence
55962,Pendant,0.2653,Foundation and Primer,0.1674,Necklace and Chains,0.0543,Jewellery,0.3909,Foundation and Primer,low_confidence|changed_by_prior
55963,Kajal and Eyeliner,0.2396,Lip Liner,0.1495,Perfume and Body Mist,0.0667,Makeup,0.2476,Kajal and Eyeliner,low_confidence
55964,Pendant,0.1011,Foundation and Primer,0.0918,Lipstick,0.0714,Jewellery,0.1991,Foundation and Primer,low_confidence|changed_by_prior
55965,Perfume and Body Mist,0.2904,Lipstick,0.1689,Foundation and Primer,0.0966,Fragrance,0.3014,Lipstick,low_confidence|changed_by_prior
55966,Lipstick,0.2876,Perfume and Body Mist,0.1417,Foundation and Primer,0.0983,Lips,0.3581,Lipstick,low_confidence
55967,Lipstick,0.2882,Perfume and Body Mist,0.1322,Foundation and Primer,0.1175,Lips,0.3514,Lipstick,low_confidence
