id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,duplicate_hash,source_identical_highres,resize_collision,conflicting_task_labels,split_group
20033,Women,Apparel,Topwear,Shirts,Lavender,Summer,2011,Casual,United Colors of Benetton Women Solid Lavender Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20033.jpg,,False,False,False,G06444
20035,Women,Accessories,Bags,Backpacks,Purple,Fall,2011,Casual,United Colors of Benetton Women Purple Casual Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20035.jpg,,False,False,False,G06445
20036,Women,Apparel,Bottomwear,Stockings,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Tights,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20036.jpg,,False,False,False,G06446
20037,Women,Apparel,Bottomwear,Stockings,Black,Fall,2011,Casual,United Colors Of Benetton Women Black Tights,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20037.jpg,,False,False,False,G06447
20038,Women,Apparel,Bottomwear,Stockings,Beige,Fall,2011,Casual,United Colors of Benetton Women Beige Striped Tights,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20038.jpg,,False,False,False,G06448
20039,Women,Apparel,Bottomwear,Tights,Olive,Fall,2011,Casual,United Colors of Benetton Women Olive Floral Design Tights,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20039.jpg,,False,False,False,G06449
20040,Women,Apparel,Bottomwear,Stockings,Navy Blue,Fall,2011,Casual,United Colors of Benetton Women Solid Navy Blue Tights,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20040.jpg,,False,False,False,G06451
20041,Women,Accessories,Bags,Handbags,Grey,Fall,2011,Casual,United Colors of Benetton Women Solid Grey Handbags,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20041.jpg,,False,False,False,G02868
20044,Women,Accessories,Bags,Handbags,Silver,Fall,2011,Casual,United Colors of Benetton Women Solid Silver Handbags,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20044.jpg,,False,False,False,G06452
20045,Women,Accessories,Wallets,Wallets,Purple,Summer,2011,Casual,United Colors of Benetton Women Solid Purple Wallets,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20045.jpg,,False,False,False,G02909
20046,Women,Accessories,Wallets,Wallets,Grey,Summer,2011,Casual,United Colors of Benetton Women Solid Grey Wallets,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20046.jpg,,False,False,False,G06453
20047,Women,Accessories,Headwear,Caps,Blue,Fall,2011,Casual,United Colors of Benetton Women Solid Blue Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20047.jpg,,False,False,False,G06454
20048,Women,Accessories,Headwear,Caps,Green,Fall,2011,Casual,United Colors of Benetton Women Solid Green Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20048.jpg,,False,False,False,G06455
20050,Women,Accessories,Mufflers,Mufflers,Purple,Fall,2011,Casual,United Colors of Benetton Women Solid Purple Muffler,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20050.jpg,,False,False,False,G06457
20051,Women,Accessories,Mufflers,Mufflers,Blue,Fall,2011,Casual,United Colors Of Benetton Women Blue Muffler,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20051.jpg,,False,False,False,G06458
20052,Women,Accessories,Mufflers,Mufflers,Yellow,Fall,2011,Casual,United Colors Of Benetton Women Yellow Muffler,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20052.jpg,,False,False,False,G06459
20053,Women,Accessories,Mufflers,Mufflers,Blue,Fall,2011,Casual,United Colors Of Benetton Women Blue Muffler,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20053.jpg,,False,False,False,G06458
20054,Women,Accessories,Mufflers,Mufflers,Black,Fall,2011,Casual,United Colors Of Benetton Women Black Muffler,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20054.jpg,,False,False,False,G06460
20055,Women,Accessories,Mufflers,Mufflers,Grey,Fall,2011,Casual,United Colors Of Benetton Women Grey Muffler,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20055.jpg,,False,False,False,G06461
20056,Women,Accessories,Headwear,Caps,Grey,Fall,2011,Casual,United Colors of Benetton Women Grey Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20056.jpg,,False,False,False,G06462
20057,Women,Accessories,Headwear,Caps,Purple,Fall,2011,Casual,United Colors of Benetton Women Printed Purple Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20057.jpg,,False,False,False,G06463
20058,Women,Apparel,Bottomwear,Stockings,Grey,Fall,2011,Casual,united Colors Of Benetton Women Grey Tight,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20058.jpg,,False,False,False,G06464
20059,Women,Apparel,Bottomwear,Stockings,Beige,Fall,2011,Casual,United Colors Of Benetton Women Beige Tights,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20059.jpg,,False,False,False,G06465
20060,Women,Accessories,Headwear,Caps,Black,Fall,2011,Casual,United Colors of Benetton Women Black Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20060.jpg,,False,False,False,G06467
20061,Women,Accessories,Headwear,Caps,Grey,Fall,2011,Casual,United Colors of Benetton Women Solid Grey Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20061.jpg,,False,False,False,G06468
20062,Women,Accessories,Headwear,Caps,Purple,Fall,2011,Casual,United Colors of Benetton Women Solid Purple Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20062.jpg,,False,False,False,G06469
20063,Women,Accessories,Mufflers,Mufflers,Black,Fall,2011,Casual,United Colors Of Benetton Women Black Muffler,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20063.jpg,,False,False,False,G06460
20064,Women,Accessories,Mufflers,Mufflers,Blue,Fall,2011,Casual,United Colors Of Benetton Women Blue Muffler,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20064.jpg,,False,False,False,G06458
20065,Women,Accessories,Belts,Belts,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Belt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20065.jpg,,False,False,False,G06470
20067,Women,Accessories,Belts,Belts,Green,Summer,2011,Casual,United Colors of Benetton Women Solid Green Belt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20067.jpg,,False,False,False,G06471
20068,Men,Accessories,Mufflers,Mufflers,Green,Summer,2011,Casual,United Colors of Benetton Men Solid Green Muffler,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20068.jpg,,False,False,False,G06472
20069,Women,Accessories,Belts,Belts,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Belt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20069.jpg,,False,False,False,G06470
20070,Women,Accessories,Belts,Belts,Grey,Fall,2011,Casual,United Colors of Benetton Women Solid Grey Belt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20070.jpg,,False,False,False,G06474
20072,Women,Accessories,Stoles,Stoles,Grey,Fall,2011,Casual,United Colors of Benetton Women Solid Grey Stole,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20072.jpg,,False,False,False,G06475
20073,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,David Beckham Men Signature Story Deo,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20073.jpg,,False,False,False,G06476
20074,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017,Casual,David Beckham Men Homme Deo,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20074.jpg,,False,False,False,G06477
20075,Women,Personal Care,Fragrance,Deodorant,Gold,Spring,2017,Casual,David Beckham Women Intimately Yours Deo,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20075.jpg,,False,False,False,G06478
20076,Men,Personal Care,Fragrance,Deodorant,Silver,Spring,2017,Casual,David Beckham Men Intimately Yours Deodorant 150 ml,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20076.jpg,,False,False,False,G06479
20079,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Peter England Men Essentials White Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20079.jpg,,False,False,False,G06480
20080,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2018,Casual,Peter England Men Essentials Grey  Melange Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20080.jpg,,False,False,False,G06482
20081,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual,Peter England Men Essentials Navy Blue Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20081.jpg,,False,False,False,G06483
20084,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Peter England Men Essentials Black Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20084.jpg,,False,False,False,G06484
20091,Women,Apparel,Topwear,Sweaters,Grey,Summer,2012,Casual,United Colors of Benetton Women Grey Sweater,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20091.jpg,,False,False,False,G06486
20092,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011,Ethnic,Diva Women Printed Blue Kurti,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20092.jpg,,False,False,False,G06487
20093,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Diva Women Printed Blue Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20093.jpg,,False,False,False,G06488
20094,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Diva Women Printed Green Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20094.jpg,,False,False,False,G06489
20095,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Diva Women Printed White Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20095.jpg,,False,False,False,G06490
20096,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Diva Women Printed White Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20096.jpg,,False,False,False,G06490
20097,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Diva Women Printed White Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20097.jpg,,False,False,False,G06490
20098,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Diva Women Printed Pink Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20098.jpg,,False,False,False,G06491
20099,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Diva Women Embroided Green Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20099.jpg,,False,False,False,G06492
20100,Women,Apparel,Topwear,Kurtas,Mustard,Fall,2011,Ethnic,Diva Women Embroided Mustard Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20100.jpg,,False,False,False,G06494
20101,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Diva Women Printed Pink Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20101.jpg,,False,False,False,G06491
20102,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Diva Women Printed Green Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20102.jpg,,False,False,False,G06489
20103,Women,Apparel,Topwear,Kurtas,Magenta,Fall,2011,Ethnic,Diva Women Printed Magenta Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20103.jpg,,False,False,False,G06495
20104,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Diva Women Printed Blue Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20104.jpg,,False,False,False,G06488
20105,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Diva Women Printed Brown Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20105.jpg,,False,False,False,G06496
20106,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011,Ethnic,Diva Women Printed Beige Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20106.jpg,,False,False,False,G06497
20107,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Diva Women Printed Pink Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20107.jpg,,False,False,False,G06491
20108,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011,Ethnic,Diva Women Printed Navy Blue Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20108.jpg,,False,False,False,G06498
20109,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011,Ethnic,Diva Women Printed Cream Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20109.jpg,,False,False,False,G06499
20110,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Diva Women Printed Brown Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20110.jpg,,False,False,False,G06496
20111,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Diva Women Printed White Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20111.jpg,,False,False,False,G06490
20112,Women,Apparel,Topwear,Kurtas,Olive,Fall,2011,Ethnic,Diva Women Printed Olive Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20112.jpg,,False,False,False,G06501
20113,Women,Apparel,Topwear,Kurtas,Gold,Fall,2011,Ethnic,Diva Women Gold Printed Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20113.jpg,,False,False,False,G06502
20114,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011,Ethnic,Diva Women Printed Grey Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20114.jpg,,False,False,False,G06503
20115,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Diva Women Printed Brown Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20115.jpg,,False,False,False,G06496
20116,Women,Apparel,Topwear,Kurtis,Red,Fall,2011,Ethnic,Diva Women Printed Red Kurti,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20116.jpg,,False,False,False,G06504
20117,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Diva Women Printed Pink Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20117.jpg,,False,False,False,G06491
20118,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011,Ethnic,Diva Women Printed Orange Kurta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20118.jpg,,False,False,False,G06505
20119,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,Wrangler Women Lace Blue Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20119.jpg,,False,False,False,G06506
20120,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Wrangler Women Lace Detail Purple Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20120.jpg,,False,False,False,G06508
20121,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,Wrangler Women Lace Blue Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20121.jpg,,False,False,False,G06506
20122,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Wrangler Women Yoke Purple Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20122.jpg,,False,False,False,G06509
20123,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Wrangler Women Western Yoke Black Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20123.jpg,,False,False,False,G06510
20124,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Wrangler Women Flower Navy Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20124.jpg,,False,False,False,G06511
20125,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Wrangler Women Flower Purple Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20125.jpg,,False,False,False,G06512
20126,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,Wrangler Women Shadow Blue Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20126.jpg,,False,False,False,G06513
20127,Women,Apparel,Topwear,Tops,Red,Fall,2011,Casual,Wrangler Women Shadow Red Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20127.jpg,,False,False,False,G06514
20128,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Women Checkerd Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20128.jpg,,False,False,False,G06515
20129,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Wrangler Women Belted Purple Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20129.jpg,,False,False,False,G06516
20130,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Women Double Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20130.jpg,,False,False,False,G06517
20131,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Wrangler Women Double Red Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20131.jpg,,False,False,False,G06518
20132,Women,Apparel,Topwear,Tops,Green,Fall,2011,Casual,Wrangler Women Ribbed Green Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20132.jpg,,False,False,False,G06519
20133,Women,Apparel,Topwear,Tops,Red,Fall,2011,Casual,Wrangler Women Ribbed Red Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20133.jpg,,False,False,False,G06520
20134,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Wrangler Women Classic Red Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20134.jpg,,False,False,False,G06521
20135,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Women Classic Blue Check Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20135.jpg,,False,False,False,G06522
20136,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Women Roll UP Sleeve Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20136.jpg,,False,False,False,G06523
20137,Women,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Wrangler Women Roll Up Green Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20137.jpg,,False,False,False,G06524
20138,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Wrangler Women Puff Navy Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20138.jpg,,False,False,False,G06525
20139,Women,Apparel,Topwear,Shirts,Brown,Fall,2011,Casual,Wrangler Women Puff Brown Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20139.jpg,,False,False,False,G06526
20140,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Wrangler Men Check White Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20140.jpg,,False,False,False,G06528
20141,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Wrangler Men Authentic Rope Navy Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20141.jpg,,False,False,False,G06529
20142,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Wrangler Men Authentic Rope Navy Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20142.jpg,,False,False,False,G06529
20143,Men,Apparel,Topwear,Shirts,White,Summer,2011,Casual,Wrangler Men Bull Classic Striped White Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20143.jpg,,False,False,False,G06530
20144,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Wrangler Men Bull Classic Striped White Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20144.jpg,,False,False,False,G06530
20145,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Wrangler Men Urban Green Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20145.jpg,,False,False,False,G06531
20146,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Wrangler Men Urban Navy Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20146.jpg,,False,False,False,G06532
20147,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Men Broad Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20147.jpg,,False,False,False,G06533
20148,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Wrangler Men Dodge Black Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20148.jpg,,False,False,False,G06534
20149,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Wrangler Men Stampede Green Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20149.jpg,,False,False,False,G06535
20150,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Wrangler Men Stampede Black Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20150.jpg,,False,False,False,G06537
20151,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Men Willy Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20151.jpg,,False,False,False,G06538
20152,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Wrangler Men Willy Rodeo Red Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20152.jpg,,False,False,False,G06539
