id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,duplicate_hash,source_identical_highres,resize_collision,conflicting_task_labels,split_group,use_for_supervised
25217,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,Lino Perros Women Pink Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25217.jpg,,False,False,False,G09616,True
25218,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,Lino Perros Women Pink & Black Striped Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25218.jpg,,False,False,False,G09617,True
25219,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,Lino Perros Women Leatherette Pink Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25219.jpg,,False,False,False,G09615,True
25220,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual,Lino Perros Women Leatherette Purple Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25220.jpg,,False,False,False,G09618,True
25221,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual,Lino Perros Women Classic Purple Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25221.jpg,,False,False,False,G04362,True
25222,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual,Lino Perros Women Leatherette Purple Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25222.jpg,,False,False,False,G09618,True
25223,Women,Accessories,Bags,Handbags,Magenta,Winter,2015,Casual,Lino Perros Women Leatherette Magenta Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25223.jpg,,False,False,False,G09613,True
25224,Women,Accessories,Bags,Backpacks,Purple,Winter,2015,Casual,Lino Perros Women Sporty Purple Backpacks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25224.jpg,,False,False,False,G09619,True
25225,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Lino Perros Women Blue Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25225.jpg,,False,False,False,G09620,True
25226,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Lino Perros Women Leatherette Blue Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25226.jpg,,False,False,False,G09621,True
25227,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Lino Perros Women Leatherite Blue Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25227.jpg,,False,False,False,G09622,True
25228,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Lino Perros Women Blue Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25228.jpg,,False,False,False,G09620,True
25229,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Lino Perros Women Leatherette Blue Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25229.jpg,,False,False,False,G09621,True
25230,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Lino Perros Women Leatherette Blue Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25230.jpg,,False,False,False,G09621,True
25231,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Lino Perros Women Leatherette Blue Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25231.jpg,,False,False,False,G09621,True
25232,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Lino Perros Women Blue & Black Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25232.jpg,,False,False,False,G09623,True
25233,Women,Accessories,Bags,Handbags,Navy Blue,Winter,2015,Casual,Lino Perros Women Navy Blue Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25233.jpg,,False,False,False,G09624,True
25234,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Lino Perros Women Leatherette Blue & Black Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25234.jpg,,False,False,False,G09625,True
25235,Women,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,Lino Perros Women Blue Backpacks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25235.jpg,,False,False,False,G09626,True
25236,Women,Accessories,Bags,Handbags,Green,Winter,2015,Casual,Lino Perros Women Check Green Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25236.jpg,,False,False,False,G09627,True
25237,Women,Accessories,Bags,Handbags,Green,Winter,2015,Casual,Lino Perros Women Check Green Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25237.jpg,,False,False,False,G09627,True
25238,Women,Accessories,Bags,Handbags,Grey,Winter,2015,Casual,Lino Perros Women Grey and Black Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25238.jpg,,False,False,False,G09628,True
25239,Women,Accessories,Bags,Handbags,Olive,Summer,2012,Casual,Lino Perros Women Classic Olive Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25239.jpg,,False,False,False,G09629,True
25240,Women,Accessories,Bags,Handbags,Green,Winter,2012,Casual,Lino Perros Women Green Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25240.jpg,,False,False,False,G09630,True
25241,Women,Accessories,Bags,Handbags,Olive,Summer,2012,Casual,Lino Perros Women Leatherette Olive Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25241.jpg,,False,False,False,G09631,True
25242,Women,Accessories,Bags,Handbags,Olive,Summer,2012,Casual,Lino Perros Women Leatherite Olive Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25242.jpg,,False,False,False,G09632,True
25243,Women,Accessories,Bags,Handbags,Olive,Summer,2012,Casual,Lino Perros Women Canvas Olive Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25243.jpg,,False,False,False,G09633,True
25244,Women,Accessories,Bags,Handbags,Olive,Winter,2015,Casual,Lino Perros Women Casual Olive Handbags,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25244.jpg,,False,False,False,G09634,True
25245,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,Lino Perros Women Leatherette Orange Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25245.jpg,,False,False,False,G09635,True
25246,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Leatherette Brown Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25246.jpg,,False,False,False,G09591,True
25247,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Leatherette Brown Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25247.jpg,,False,False,False,G09591,True
25248,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,Lino Perros Women Leatherette Orange Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25248.jpg,,False,False,False,G09635,True
25249,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Leatherette Brown Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25249.jpg,,False,False,False,G09591,True
25250,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Brown Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25250.jpg,,False,False,False,G09601,True
25251,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,Lino Perros Women Leatherette Orange Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25251.jpg,,False,False,False,G09635,True
25252,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,Lino Perros Women Orange Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25252.jpg,,False,False,False,G09636,True
25253,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,Lino Perros Women Leatherette Orange Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25253.jpg,,False,False,False,G09635,True
25254,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,Lino Perros Women Orange Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25254.jpg,,False,False,False,G09636,True
25256,Women,Accessories,Bags,Backpacks,Orange,Winter,2015,Casual,Lino Perros Women Orange Backpacks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25256.jpg,,False,False,False,G09637,True
25257,Women,Accessories,Bags,Handbags,Tan,Summer,2012,Casual,Lino Perros Women Leatherette Tan Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25257.jpg,,False,False,False,G09638,True
25258,Women,Accessories,Bags,Handbags,Off White,Summer,2012,Casual,Lino Perros Women Leatherette Off White Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25258.jpg,,False,False,False,G09639,True
25259,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,Lino Perros Women Leatherite Beige Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25259.jpg,,False,False,False,G09604,True
25260,Women,Accessories,Bags,Handbags,Off White,Summer,2012,Casual,Lino Perros Women Classic Off White Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25260.jpg,,False,False,False,G09640,True
25261,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,Lino Perros Women Canvas Beige Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25261.jpg,,False,False,False,G09641,True
25262,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,Lino Perros Women Canvas Beige Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25262.jpg,,False,False,False,G09641,True
25263,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,Lino Perros Women Beige & Black Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25263.jpg,,False,False,False,G09642,True
25264,Women,Accessories,Bags,Handbags,Off White,Summer,2012,Casual,Lino Perros Women Jute Off White Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25264.jpg,,False,False,False,G09643,True
25265,Women,Accessories,Bags,Handbags,Off White,Summer,2012,Casual,Lino Perros Women Leatherette Off White Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25265.jpg,,False,False,False,G09639,True
25266,Women,Accessories,Bags,Handbags,Beige,Winter,2012,Casual,Lino Perros Women Beige and Black Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25266.jpg,,False,False,False,G09644,True
25267,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Leatherette Red Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25267.jpg,,False,False,False,G09645,True
25268,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Red & Grey Checks Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25268.jpg,,False,False,False,G09646,True
25269,Women,Accessories,Bags,Handbags,Maroon,Summer,2012,Casual,Lino Perros Women Leatherette Maroon Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25269.jpg,,False,False,False,G09647,True
25270,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Leatherite Red Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25270.jpg,,False,False,False,G09648,True
25271,Women,Accessories,Bags,Handbags,Maroon,Summer,2012,Casual,Lino Perros Women Leatherette Maroon Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25271.jpg,,False,False,False,G09647,True
25272,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Leatherette Red Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25272.jpg,,False,False,False,G09645,True
25273,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Red Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25273.jpg,,False,False,False,G09649,True
25274,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Sequins Red Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25274.jpg,,False,False,False,G09650,True
25275,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Leatherette Red Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25275.jpg,,False,False,False,G09645,True
25276,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Leatherite Red Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25276.jpg,,False,False,False,G09648,True
25277,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Lino Perros Women Leatherette Black Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25277.jpg,,False,False,False,G09594,True
25278,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Lino Perros Women Black Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25278.jpg,,False,False,False,G09593,True
25280,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Lino Perros Women Leatherette Black Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25280.jpg,,False,False,False,G09594,True
25281,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Leatherite Brown Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25281.jpg,,False,False,False,G09598,True
25282,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Brown and Red Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25282.jpg,,False,False,False,G09651,True
25283,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Check Brown Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25283.jpg,,False,False,False,G09652,True
25284,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Leatherite Brown Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25284.jpg,,False,False,False,G09598,True
25285,Women,Accessories,Bags,Handbags,Black,Fall,2012,Casual,Lino Perros Women Black Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25285.jpg,,False,False,False,G09593,True
25286,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual,Lino Perros Women Leatherette Pink Sling Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25286.jpg,,False,False,False,G09653,True
25287,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Leatherette Red Sling Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25287.jpg,,False,False,False,G09654,True
25288,Women,Accessories,Bags,Handbags,Turquoise Blue,Summer,2012,Casual,Lino Perros Women Leatherette Turquoise Blue Sling Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25288.jpg,,False,False,False,G09655,True
25289,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Lino Perros Women Leatherette Black Sling Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25289.jpg,,False,False,False,G09656,True
25290,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Leatherette Brown Sling Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25290.jpg,,False,False,False,G09657,True
25291,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Lino Perros Women Sporty Black Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25291.jpg,,False,False,False,G09658,True
25292,Women,Accessories,Bags,Handbags,Olive,Summer,2012,Casual,Lino Perros Women Small Olive Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25292.jpg,,False,False,False,G09659,True
25293,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Small Brown Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25293.jpg,,False,False,False,G09660,True
25294,Women,Accessories,Bags,Handbags,Navy Blue,Summer,2012,Casual,Lino Perros Women Sporty Navy Blue Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25294.jpg,,False,False,False,G09661,True
25295,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual,Lino Perros Women Sporty Purple Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25295.jpg,,False,False,False,G09662,True
25296,Women,Accessories,Bags,Handbags,Olive,Summer,2012,Casual,Lino Perros Women Sporty Olive Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25296.jpg,,False,False,False,G09663,True
25297,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Sporty Light Brown Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25297.jpg,,False,False,False,G09664,True
25298,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Lino Perros Women Sporty Black Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25298.jpg,,False,False,False,G09658,True
25299,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Lino Perros Women Sporty Brown Pouch,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25299.jpg,,False,False,False,G09665,True
25300,Women,Accessories,Wallets,Wallets,Tan,Winter,2015,Casual,Lino Perros Women Leather Tan Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25300.jpg,,False,False,False,G09666,True
25301,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,Lino Perros Women Leather Brown Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25301.jpg,,False,False,False,G09667,True
25302,Women,Accessories,Wallets,Wallets,Red,Winter,2015,Casual,Lino Perros Women Leather Red Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25302.jpg,,False,False,False,G09668,True
25303,Women,Accessories,Wallets,Wallets,Black,Winter,2015,Casual,Lino Perros Women Leather Black Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25303.jpg,,False,False,False,G09669,True
25304,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,Lino Perros Women Classic Brown Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25304.jpg,,False,False,False,G09670,True
25305,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,Lino Perros Women Leather Brown Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25305.jpg,,False,False,False,G09667,True
25306,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,Lino Perros Women Classic Brown Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25306.jpg,,False,False,False,G09670,True
25307,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,Lino Perros Women Leatherette Brown Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25307.jpg,,False,False,False,G09671,True
25308,Women,Accessories,Watches,Watches,Blue,Winter,2016,Casual,CASIO Enticer Women Blue Dial Watch (A533) LTP-2069D-2AVDF,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25308.jpg,,False,False,False,G09672,True
25309,Women,Accessories,Watches,Watches,Pink,Winter,2016,Casual,CASIO Women Pink Dial Analogue Watch A534,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25309.jpg,,False,False,False,G09673,True
25310,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO Men Black Dial Analogue Watch A555,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25310.jpg,,False,False,False,G09674,True
25311,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,CASIO Men White Dial Analogue Watch A556,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25311.jpg,,False,False,False,G09675,True
25312,Men,Accessories,Watches,Watches,Black,Summer,2017,Casual,Casio Outdoor Men Black Analogue-Digital Watches (AD164) SGW-400H-1BVDR,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25312.jpg,,False,False,False,G09676,True
25313,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Youth Series Men Digital Watch AE-1100W-1AVDF(D085),c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25313.jpg,,False,False,False,G09677,True
25314,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Youth Series Men Digital Watch AE-1100W-1BVDF(D086),c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25314.jpg,,False,False,False,G09678,True
25315,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Casio Youth Series Men Digital Watch W-734D-1AVDF(D091),c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25315.jpg,,False,False,False,G09679,True
25316,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Edifice Men Multi-Dial Watch EF-326D-1AVDF(ED335),c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25316.jpg,,False,False,False,G09680,True
25317,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,Casio Edifice Men Multi-Dial Watch EF-326D-5AVDF(ED336),c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25317.jpg,,False,False,False,G09681,True
25318,Men,Accessories,Watches,Watches,White,Summer,2017,Casual,Casio Edifice Men Multi-Dial Watch EF-326D-7AVDF(ED337),c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25318.jpg,,False,False,False,G09682,True
25319,Men,Accessories,Watches,Watches,Black,Summer,2017,Casual,Casio Edifice Men Multi-Dial Watch EF-328D-1A5VDF(ED374),c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25319.jpg,,False,False,False,G09683,True
25320,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Casio Edifice Men Multi-Dial Watch EF-328D-7AVDF(ED376),c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25320.jpg,,False,False,False,G09684,True
