id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,,
28562,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Nike Men Brushed Navy blue T-shirt,,
28563,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012,Casual,Nike Men Brushed Orange T-shirt,,
28564,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Air Bags Black T-shirt,,
28565,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men Air Bags Blue T-shirt,,
28566,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Who Else Black T-shirt,,
28567,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Nike Men Who Else Grey T-shirt,,
28568,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Nike Men Verbiage White T-shirt,,
28569,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Nike Men Verbiage Purple T-shirt,,
28570,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Women You Wish Black T-shirt,,
28571,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Women You Wish Blue T-shirt,,
28572,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Nike Women Air Scoop Dark Grey T-shirt,,
28573,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Nike Women Air Scoop Pink T-shirt,,
28574,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Nike Women Try Me Purple T-shirt,,
28575,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Nike Women Try Me Pink T-shirt,,
28576,Men,Accessories,Watches,Watches,Green,Winter,2016,Casual,ADIDAS Originals Men Green Dial Chronograph Watch ADH2619,,
28577,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,ADIDAS Originals Men White Dial Chronograph Watch ADH2624,,
28578,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,ADIDAS Originals Men Black Dial Chronograph Watch ADH2637,,
28579,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,ADIDAS Originals Men Black Dial Watch ADH2644,,
28580,Men,Accessories,Watches,Watches,Blue,Winter,2016,Casual,ADIDAS Originals Men Blue Dial Watch ADH2649,,
28581,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,ADIDAS Originals Men Black Dial Watch ADH2653,,
28582,Men,Accessories,Watches,Watches,Blue,Winter,2016,Casual,ADIDAS Originals Men Blue Dial Watch ADH2656,,
28583,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,ADIDAS Originals Men Black Watch ADH2659,,
28584,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,ADIDAS Originals Men White Dial Watch ADH2660,,
28585,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,ADIDAS Men Black Dial Watch,,
28586,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,ADIDAS Men Black Dial Watch,,
28587,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Peter England Men Leather Brown Wallet,,
28588,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Peter England Men Leather Black Wallet,,
28589,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Peter England Men Leather Brown Belt,,
28590,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Peter England Men Leather Black Belt,,
28591,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Peter England Men Leather Brown Belt,,
28592,Men,Accessories,Wallets,Wallets,Khaki,Summer,2012,Casual,Peter England Men Khaki Wallet,,
28593,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Peter England Men Leather Black Wallet,,
28594,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Peter England Men Leather Brown Wallet,,
28595,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Peter England Men Leather Brown Belt,,
28596,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Peter England Men Leather Brown Belt,,
28597,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Peter England Men Brown Belt,,
28598,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Fila Men Calcio White Sports Shoes,,
28599,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2012,Sports,Fila Men Calcio Red Sports Shoes,,
28600,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Fila Men Torando Black Sports Shoes,,
28602,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Casual,Nike Men Air force 1 White Shoes,,
28603,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Women Air Rift Black Sports Shoes,,
28604,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Casual,Nike Men Dunk High Black Shoes,,
28605,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Casual,Nike Men Dunk High Black Shoes,,
28606,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Casual,Nike Men Air Twilight Black Shoes,,
28607,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Dart VII White Sports Shoes,,
28608,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Dart VII Leather White Sports Shoes,,
28609,Men,Accessories,Headwear,Caps,Grey,Summer,2012,Casual,Nike Men Classic Swoosh Grey Cap,,
28610,Men,Accessories,Headwear,Caps,Red,Summer,2012,Casual,Nike Men Red Cap,,
28611,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Sports,Nike Men Fly Black Shorts,,
28612,Men,Apparel,Topwear,Tshirts,Grey,Winter,2014,Sports,Nike Grey Legend      Training  Tshirts,,
28613,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Air Max Tailwind Grey Sports Shoes,,
28614,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Ruckus Grey Sports Shoes,,
28615,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Black T-shirt,,
28616,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Black T-shirt,,
28617,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Pique Polo Black T-shirt,,
28618,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Reversible Black T-shirt,,
28619,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Sports,Nike Men Team Reversible White T-shirt,,
28620,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Sports,Nike Men Blue T-shirt,,
28621,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012,Sports,Nike Men Orange T-shirt,,
28622,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Black Media Polo T-shirt,,
28623,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Media Polo Black T-shirt,,
28625,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Sports,Nike Men Media Blue Polo T-shirt,,
28626,Men,Apparel,Bottomwear,Track Pants,Off White,Summer,2012,Sports,Nike Men Classic Fresher Off White Track Pants,,
28627,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Sports,Nike Men Longer Knit Black Shorts,,
28628,Men,Apparel,Bottomwear,Shorts,White,Summer,2012,Sports,Nike Men Woven White Shorts,,
28629,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Sports Black Jersey,,
28630,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012,Sports,Nike Men Pintuck Grey Track Pants,,
28631,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012,Sports,Nike Men Pintuck Navy Blue Track Pants,,
28632,Women,Apparel,Bottomwear,Capris,Black,Summer,2012,Sports,Nike Women Black Sports Capris,,
28633,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Free TR2 Grey Sports Shoes,,
28634,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Free TR2 White Sports Shoes,,
28635,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Free TR2 White Sports Shoes,,
28636,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Casual,Nike Men The Overplay VI Black Shoes,,
28637,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Air Relentless Black Sports Shoes,,
28638,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Dart 9 Leather White Sports Shoes,,
28639,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Sports,Nike Men White T-shirt,,
28640,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Sports,Nike Men Victor Woven Black Shorts,,
28641,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Baller Beats Black T-shirt,,
28642,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Sports,Nike Men Baller Beats White T-shirt,,
28643,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Sports,Nike Women Striped Polo White T-shirt,,
28644,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012,Sports,Nike Women Striped Polo Purple T-shirt,,
28645,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Women Bleach Black T-shirt,,
28646,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012,Sports,Nike Women Bleach Grey T-shirt,,
28647,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Sports,Nike Women Slim Crew Blue T-shirt,,
28648,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012,Sports,Nike Women Slim Crew Purple T-shirt,,
28649,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Lunarglide+ 3 Grey Sports Shoes,,
28650,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Dual Fusion White Sports Shoes,,
28651,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012,Sports,Nike Men Nike Dual Fusion  Navy Blue Sports Shoes,,
28652,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Tiempo Natural IV Black Sports Shoes,,
28653,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Air Max Quarter Black Sports Shoes,,
28654,Unisex,Accessories,Headwear,Caps,Grey,Winter,2012,Casual,Nike Unisex Grey FCB Cap,,
28655,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Zoom Structure White Sports Shoes,,
28656,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Casual,Nike Men Air Quick Handle White Shoes,,
28657,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Nike Men Air Ralston Mid Lite Black Casual Shoes,,
28658,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Nike Women Alphaballer  Black Casual Shoes,,
28659,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Air Max Grey Sports Shoes,,
28660,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Lunareclipse Black Sports Shoes,,
28661,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Casual,Nike Men Air Max Full Court 2 Black Shoes,,
28662,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Nike Men Lunar Flow Black Casual Shoes,,
28671,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Proline Men Blue Printed T-shirt,,
28672,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Proline Men Black Polo T-Shirt,,
28674,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Proline Men White Polo Tshirt,,
28675,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Proline Men Blue Polo T-shirt,,
28677,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Sports,Proline Men Red T-shirt,,
28678,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Casual,Proline Men Black Track Pants,,
28681,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Proline Men Blue Printed T-shirt,,
28684,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012,Casual,Proline Men Cream-Coloured Sleeveless T-shirt with Printed Detail,,
28686,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Proline Men Navy Sleeveless T-shirt with Printed Detail,,
28688,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,W Women Printed Pink Kurta,,
28689,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Casual,W Women Black Tunic,,
28690,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,W Women Printed Beige Kurta,,
28691,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,W Women Printed Black Kurta,,
28692,Women,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,W Women Printed Rust Kurta,,
28693,Women,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,W Women Striped Rust Kurta,,
28694,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,W Women Printed Black Kurta,,
28695,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,W Women Printed Beige Kurta,,
28696,Women,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,W Women Printed Rust Kurta,,
28697,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,W Women Printed Black Kurta,,
28698,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,W Women Printed Brown Kurta,,
28699,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,W Women Printed  Light Pink Kurta,,
28700,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012,Ethnic,W Women Printed Peach Kurta,,
28701,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,W Women Printed Purple & Green Kurta,,
28702,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012,Ethnic,W Women Printed Grey Kurta,,
28703,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,W Women Printed Pink Kurta,,
28704,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012,Ethnic,W Women Printed Lavender Kurta,,
28705,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012,Ethnic,W Women Printed Peach Kurta,,
28706,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,W Women Printed Black Kurta,,
28707,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012,Ethnic,W Women Printed Off White Kurta,,
28708,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,W Women Black Kurta,,
28709,Women,Apparel,Topwear,Kurtas,Turquoise Blue,Summer,2012,Ethnic,W Women Printed Turquoise Blue Kurta,,
28710,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,W Women Printed Multi Coloured Kurta,,
28711,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Printed White Kurta,,
28712,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,W Women Printed Blue Kurta,,
28713,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Printed White Kurta,,
28714,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Printed White Kurta,,
28715,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,W Women Printed Magenta Kurta,,
28716,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,W Women Printed Beige Kurta,,
28717,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,W Women Printed Purple Kurta,,
28718,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Printed White Kurta,,
28719,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Printed White Kurta,,
28720,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women White Printed Kurta,,
28721,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,W Women Printed Beige Kurta,,
28722,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012,Ethnic,W Women Printed Yellow Kurta,,
28723,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,W Women Printed Multi Coloured Kurta,,
28724,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Printed White Kurta,,
28725,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,W Women Printed Green Kurta,,
28726,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,W Women Printed Beige Kurta,,
28727,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,W Women Printed Cream Kurta,,
28728,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Printed White Kurta,,
28729,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,W Women Printed Cream Kurta,,
28730,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,W Women Printed Blue Kurta,,
28731,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Printed White & Green Kurta,,
28732,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,W Women Printed Green Kurta,,
28733,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,W Women Printed Green Kurta,,
28734,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,W Women Printed Cream Kurta,,
28735,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,W Women Printed Brown Kurta,,
28736,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,W Women Printed Purple Kurta,,
28737,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Printed White Kurta,,
28738,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Printed White & Red Kurta,,
28739,Women,Apparel,Topwear,Tops,Rust,Summer,2012,Casual,W Women Printed Rust Top,,
28740,Women,Apparel,Topwear,Tops,White,Summer,2012,Ethnic,W Women Printed White Top,,
28741,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012,Ethnic,W Women Printed Off White Kurta,,
28742,Women,Apparel,Topwear,Tops,Brown,Summer,2012,Casual,W Women Printed Dark Brown Top,,
28743,Women,Apparel,Topwear,Kurtis,Green,Summer,2012,Ethnic,W Women Printed Green Top,,
28744,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Aurelia Women Blue Printed Kurta,,
28745,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Aurelia Women Printed Orange Kurta,,
28746,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012,Ethnic,Aurelia Women Printed Magenta Kurta,,
28747,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Aurelia Women Printed Black Kurta,,
28748,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Aurelia Women Printed Red Kurta,,
28749,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Aurelia Women Printed Black Kurta,,
28750,Women,Apparel,Topwear,Kurtas,Olive,Summer,2012,Ethnic,Aurelia Women Printed Olive Kurta,,
28751,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Aurelia Women Printed Blue Kurta,,
28752,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Aurelia Women Printed Orange Kurta,,
28753,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Aurelia Women Printed Green Kurta,,
28754,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Aurelia Women Printed Blue Kurta,,
28755,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Aurelia Women Printed Purple Kurta,,
28757,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Aurelia Women Green Kurta,,
28758,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Aurelia Women Blue Kurta,,
28760,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012,Ethnic,Aurelia Women Peach Kurta,,
28761,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Aurelia Women Beige Kurta,,
28762,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Aurelia Women Red Kurta,,
28763,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Aurelia Women Maroon Kurta,,
28764,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Aurelia Women Beige Kurta,,
28765,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Aurelia Women Printed White Kurta,,
28766,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,Aurelia Women Printed Brown Kurta,,
28767,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Aurelia Women Striped Red Kurta,,
28768,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Aurelia Women Striped Beige Kurta,,
28769,Women,Apparel,Topwear,Kurtis,White,Summer,2012,Ethnic,Aurelia Women Printed White & Red Kurti,,
28770,Women,Apparel,Topwear,Kurtis,Green,Summer,2012,Ethnic,Aurelia Women Printed Green Kurti,,
28771,Women,Apparel,Topwear,Kurtis,Green,Summer,2012,Ethnic,Aurelia Women Printed Green Kurti,,
28772,Women,Apparel,Topwear,Kurtis,Red,Summer,2012,Ethnic,Aurelia Women Printed Red Kurti,,
28773,Women,Apparel,Topwear,Kurtis,Green,Summer,2012,Ethnic,Aurelia Women Printed Green Kurti,,
28774,Women,Apparel,Topwear,Kurtis,Red,Summer,2012,Ethnic,Aurelia Women Printed Red Kurti,,
28775,Women,Apparel,Topwear,Kurtis,Red,Summer,2012,Ethnic,Aurelia Women Printed Red Kurti,,
28776,Women,Apparel,Topwear,Kurtis,Orange,Summer,2012,Ethnic,Aurelia Women Printed Orange Kurti,,
28777,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012,Ethnic,Aurelia Women Printed Blue Kurti,,
28778,Women,Apparel,Topwear,Kurtis,Orange,Summer,2012,Ethnic,Aurelia Women Printed Orange Kurti,,
28779,Women,Apparel,Topwear,Kurtis,Green,Summer,2012,Ethnic,Aurelia Women Printed Green Kurti,,
28780,Women,Apparel,Innerwear,Briefs,White,Summer,2015,Casual,Enamor Women Pack of 2 Printed Briefs,,
28781,Women,Apparel,Innerwear,Briefs,Brown,Summer,2017,Casual,Enamor Women Pack of 2 Briefs,,
28782,Women,Apparel,Innerwear,Briefs,Peach,Winter,2015,Casual,Enamor Women Pack of 2 Briefs,,
28783,Women,Apparel,Innerwear,Briefs,Black,Summer,2012,Casual,Enamor Women Pack of 2 Briefs,,
28784,Women,Apparel,Innerwear,Briefs,Pink,Summer,2012,Casual,Enamor Women Pack of 2 String Bikini Brief,,
28785,Women,Apparel,Innerwear,Briefs,Maroon,Summer,2014,Casual,Enamor Women Pack of 2 Briefs,,
28786,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,Denizen Men Striped Grey Shirt,,
28789,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Denizen Men White Shirt,,
28790,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
28791,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,Denizen Men Black Jeans,,
28794,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
28795,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
28799,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
28802,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
28804,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
28805,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Denizen Men Check Blue Shirt,,
28806,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Denizen Men Check Black Shirt,,
28807,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Casual,Denizen Men Check Brown Shirt,,
28808,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Denizen Men Striped Black Shirt,,
28810,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Denizen Men Check Blue Shirt,,
28811,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
28814,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
28816,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
28817,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,Denizen Men Black Jeans,,
28818,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Denizen Men Navy Blue Jeans,,
28819,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Denizen Men Check Green Shirt,,
28821,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Denizen Men Navy Blue Jeans,,
28822,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
28825,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Denizen Men Navy Blue Jeans,,
28826,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Denizen Men Check Green Shirt,,
28827,Women,Apparel,Innerwear,Briefs,Green,Summer,2012,Casual,Enamor Women Pack of 3 Briefs,,
28828,Women,Apparel,Innerwear,Briefs,Blue,Summer,2012,Casual,Enamor Women Pack of 3 Briefs,,
28829,Women,Apparel,Innerwear,Briefs,Black,Summer,2017,Casual,Enamor Women Pack of 3 Briefs,,
28830,Women,Apparel,Innerwear,Briefs,Grey,Summer,2017,Casual,Enamor Women Pack of 3 Briefs,,
28831,Women,Apparel,Innerwear,Briefs,Brown,Summer,2017,Casual,Enamor Women Pack of 3 Mid-Rise Bikini Brief,,
28832,Women,Apparel,Innerwear,Briefs,White,Summer,2014,Casual,Enamor Women Pack of 3 Briefs,,
28834,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Biba Women Printed Multi Coloured Kurta,,
28835,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,BIBA Women Printed Multi Coloured Kurta,,
28836,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,BIBA Women Printed Multi Coloured Kurta,,
28844,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012,Casual,Proline Men Charcoal T-shirt,,
28845,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Proline Men Yellow Polo T-shirt,,
28846,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012,Casual,Proline Men Maroon T-shirt,,
28847,Men,Apparel,Topwear,Tshirts,Rust,Summer,2013,Casual,Proline Men Rust Brown Polo T-shirt,,
28848,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Proline Men Grey Polo T-shirt,,
28849,Men,Apparel,Topwear,Tshirts,Cream,Summer,2013,Casual,Proline Cream-Coloured Polo T-shirt,,
28850,Men,Apparel,Topwear,Tshirts,Green,Summer,2013,Casual,Proline Men Green Polo T-shirt,,
28851,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2013,Casual,Proline Charcoal Grey Polo T-shirt,,
28852,Men,Apparel,Topwear,Tshirts,Brown,Summer,2013,Casual,Proline Brown Polo T-shirt,,
28853,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Proline Men Purple T-shirt,,
